order_id,customer_id,product_id,product_name,category,region,quantity,unit_price,order_date,country,order_month,order_quarter,order_year,order_dow,revenue,cost,profit,profit_margin
INV00013,1458,PRD082,Smartphone,Clothing,South,7,2323.97,2023-01-01 11:21:28.568856885,India,2023-01,2023Q1,2023,Sunday,16267.789999999999,12070.881407629564,4196.908592370435,25.8
INV00014,1087,PRD077,Python Book,Home & Kitchen,North,6,3048.28,2023-01-01 12:13:53.843384338,Germany,2023-01,2023Q1,2023,Sunday,18289.68,15206.02458086213,3083.655419137871,16.86
INV00015,1372,PRD002,Football,Sports,West,5,4705.53,2023-01-01 13:06:19.117911791,India,2023-01,2023Q1,2023,Sunday,23527.649999999998,14534.417878664875,8993.232121335122,38.22
INV00016,1099,PRD127,Kitchen Blender,Books,South,5,3699.46,2023-01-01 13:58:44.392439243,India,2023-01,2023Q1,2023,Sunday,18497.3,11501.294198842324,6996.005801157675,37.82
INV00018,1151,PRD026,Jeans,Sports,East,6,4845.9,2023-01-01 15:43:34.941494149,Germany,2023-01,2023Q1,2023,Sunday,29075.399999999998,17592.20449823411,11483.195501765887,39.49
INV00019,1130,PRD088,Cricket Bat,Books,East,4,2415.89,2023-01-01 16:36:00.216021602,India,2023-01,2023Q1,2023,Sunday,9663.56,7809.653958660808,1853.9060413391917,19.18
INV00020,1149,PRD016,Football,Home & Kitchen,East,4,1880.1,2023-01-01 17:28:25.490549054,Germany,2023-01,2023Q1,2023,Sunday,7520.4,5975.252507460813,1545.1474925391867,20.55
INV00021,1308,PRD151,Jeans,Home & Kitchen,North,4,687.12,2023-01-01 18:20:50.765076507,Germany,2023-01,2023Q1,2023,Sunday,2748.48,2246.8907473033546,501.5892526966454,18.25
INV00022,1257,PRD168,Laptop,Home & Kitchen,East,6,4670.74,2023-01-01 19:13:16.039603960,India,2023-01,2023Q1,2023,Sunday,28024.44,23670.97175370039,4353.46824629961,15.53
INV00023,1343,PRD188,Coffee Maker,Books,North,1,2951.72,2023-01-01 20:05:41.314131413,Germany,2023-01,2023Q1,2023,Sunday,2951.72,2360.7550792924467,590.9649207075531,20.02
INV00025,1413,PRD032,Jeans,Electronics,West,2,910.64,2023-01-01 21:50:31.863186318,Germany,2023-01,2023Q1,2023,Sunday,1821.28,1448.158544546749,373.121455453251,20.49
INV00026,1293,PRD015,Kitchen Blender,Clothing,East,2,2751.89,2023-01-01 22:42:57.137713771,USA,2023-01,2023Q1,2023,Sunday,5503.78,3465.0071049022285,2038.7728950977712,37.04
INV00027,1385,PRD141,Kitchen Blender,Clothing,South,5,593.94,2023-01-01 23:35:22.412241224,USA,2023-01,2023Q1,2023,Sunday,2969.7000000000003,2256.9133642590873,712.786635740913,24.0
INV00028,1191,PRD005,Football,Sports,South,4,2645.17,2023-01-02 00:27:47.686768676,USA,2023-01,2023Q1,2023,Monday,10580.68,6727.601815255788,3853.078184744212,36.42
INV00031,1160,PRD077,Python Book,Clothing,North,7,1384.76,2023-01-02 03:05:03.510351035,Germany,2023-01,2023Q1,2023,Monday,9693.32,8105.236526753768,1588.0834732462317,16.38
INV00032,1459,PRD169,Smartphone,Books,North,2,3427.89,2023-01-02 03:57:28.784878487,UK,2023-01,2023Q1,2023,Monday,6855.78,5007.887321821927,1847.8926781780729,26.95
INV00033,1313,PRD181,Kitchen Blender,Clothing,South,6,427.62,2023-01-02 04:49:54.059405940,UK,2023-01,2023Q1,2023,Monday,2565.7200000000003,1805.4086081681219,760.3113918318784,29.63
INV00034,1021,PRD110,Football,Home & Kitchen,North,4,2297.23,2023-01-02 05:42:19.333933393,UK,2023-01,2023Q1,2023,Monday,9188.92,6121.0970887951125,3067.8229112048875,33.39
INV00035,1252,PRD178,Football,Clothing,North,2,1698.66,2023-01-02 06:34:44.608460846,USA,2023-01,2023Q1,2023,Monday,3397.32,2695.971899447163,701.348100552837,20.64
INV00036,1235,PRD143,Jeans,Sports,North,1,4198.83,2023-01-02 07:27:09.882988298,India,2023-01,2023Q1,2023,Monday,4198.83,2998.1224248552026,1200.7075751447974,28.6
INV00037,1344,PRD106,Jeans,Sports,South,8,292.93,2023-01-02 08:19:35.157515751,USA,2023-01,2023Q1,2023,Monday,2343.44,1739.0867132841865,604.3532867158135,25.79
INV00038,1048,PRD127,Cricket Bat,Clothing,West,5,4323.81,2023-01-02 09:12:00.432043204,UK,2023-01,2023Q1,2023,Monday,21619.050000000003,13072.984408780896,8546.065591219107,39.53
INV00039,1474,PRD007,Kitchen Blender,Sports,North,2,3532.98,2023-01-02 10:04:25.706570657,Germany,2023-01,2023Q1,2023,Monday,7065.96,5330.622929229566,1735.3370707704344,24.56
INV00040,1058,PRD040,T-Shirt,Books,East,8,1521.09,2023-01-02 10:56:50.981098109,USA,2023-01,2023Q1,2023,Monday,12168.72,9163.337365751695,3005.3826342483044,24.7
INV00041,1169,PRD156,Python Book,Electronics,South,3,1028.95,2023-01-02 11:49:16.255625562,UK,2023-01,2023Q1,2023,Monday,3086.8500000000004,2328.205677063211,758.6443229367892,24.58
INV00042,1475,PRD160,Python Book,Clothing,South,7,4753.37,2023-01-02 12:41:41.530153015,Germany,2023-01,2023Q1,2023,Monday,33273.59,27814.62565694585,5458.964343054147,16.41
INV00043,1187,PRD099,Coffee Maker,Books,North,2,2791.84,2023-01-02 13:34:06.804680468,India,2023-01,2023Q1,2023,Monday,5583.68,4301.974591924534,1281.705408075466,22.95
INV00044,1463,PRD143,Coffee Maker,Books,South,7,1756.65,2023-01-02 14:26:32.079207920,Germany,2023-01,2023Q1,2023,Monday,12296.550000000001,8483.106718700148,3813.443281299853,31.01
INV00045,1270,PRD085,Cricket Bat,Books,East,4,270.12,2023-01-02 15:18:57.353735373,India,2023-01,2023Q1,2023,Monday,1080.48,766.3390713602781,314.1409286397219,29.07
INV00047,1445,PRD065,Coffee Maker,Clothing,South,5,3010.92,2023-01-02 17:03:47.902790279,India,2023-01,2023Q1,2023,Monday,15054.6,11658.399650551652,3396.200349448349,22.56
INV00049,1445,PRD011,Cricket Bat,Clothing,South,8,3800.17,2023-01-02 18:48:38.451845184,India,2023-01,2023Q1,2023,Monday,30401.36,18698.550061042803,11702.809938957198,38.49
INV00050,1050,PRD108,Python Book,Electronics,North,1,4182.45,2023-01-02 19:41:03.726372637,USA,2023-01,2023Q1,2023,Monday,4182.45,3206.649612253933,975.8003877460669,23.33
INV00051,1363,PRD026,Python Book,Books,East,2,2016.02,2023-01-02 20:33:29.000900090,Germany,2023-01,2023Q1,2023,Monday,4032.04,3095.233678953801,936.8063210461992,23.23
INV00052,1054,PRD189,T-Shirt,Clothing,West,5,549.6,2023-01-02 21:25:54.275427542,India,2023-01,2023Q1,2023,Monday,2748.0,1793.3328194577286,954.6671805422714,34.74
INV00053,1243,PRD165,Football,Sports,East,2,3968.07,2023-01-02 22:18:19.549954995,Germany,2023-01,2023Q1,2023,Monday,7936.14,5017.478286967646,2918.661713032354,36.78
INV00054,1319,PRD151,Laptop,Home & Kitchen,East,1,2791.01,2023-01-02 23:10:44.824482448,USA,2023-01,2023Q1,2023,Monday,2791.01,1894.6969204282266,896.3130795717736,32.11
INV00055,1130,PRD085,Smartphone,Electronics,South,6,4899.97,2023-01-03 00:03:10.099009900,UK,2023-01,2023Q1,2023,Tuesday,29399.82,20313.14979944358,9086.670200556418,30.91
INV00056,1484,PRD168,Jeans,Home & Kitchen,West,4,3991.93,2023-01-03 00:55:35.373537353,UK,2023-01,2023Q1,2023,Tuesday,15967.72,11856.817593734244,4110.902406265755,25.75
INV00057,1306,PRD151,Cricket Bat,Books,East,5,1678.91,2023-01-03 01:48:00.648064806,India,2023-01,2023Q1,2023,Tuesday,8394.550000000001,5957.195583708781,2437.3544162912203,29.03
INV00058,1134,PRD123,Coffee Maker,Sports,West,3,2171.03,2023-01-03 02:40:25.922592259,USA,2023-01,2023Q1,2023,Tuesday,6513.09,5517.195940231291,995.8940597687088,15.29
INV00059,1020,PRD144,Data Science Book,Books,North,6,1216.1,2023-01-03 03:32:51.197119711,Germany,2023-01,2023Q1,2023,Tuesday,7296.599999999999,4564.105041526015,2732.4949584739843,37.45
INV00060,1328,PRD189,T-Shirt,Clothing,South,4,2584.39,2023-01-03 04:25:16.471647164,India,2023-01,2023Q1,2023,Tuesday,10337.56,6742.354999683929,3595.2050003160703,34.78
INV00061,1166,PRD068,Python Book,Home & Kitchen,North,6,3568.09,2023-01-03 05:17:41.746174617,UK,2023-01,2023Q1,2023,Tuesday,21408.54,13708.474316505415,7700.065683494586,35.97
INV00062,1273,PRD104,Data Science Book,Sports,West,5,3081.82,2023-01-03 06:10:07.020702070,USA,2023-01,2023Q1,2023,Tuesday,15409.1,11761.41287448222,3647.687125517781,23.67
INV00063,1387,PRD080,Cricket Bat,Home & Kitchen,South,2,1743.31,2023-01-03 07:02:32.295229522,UK,2023-01,2023Q1,2023,Tuesday,3486.62,2312.7548918118136,1173.8651081881862,33.67
INV00064,1088,PRD159,Kitchen Blender,Electronics,North,4,4125.33,2023-01-03 07:54:57.569756975,USA,2023-01,2023Q1,2023,Tuesday,16501.32,11824.477820587306,4676.842179412693,28.34
INV00065,1315,PRD053,Smartphone,Sports,South,2,570.04,2023-01-03 08:47:22.844284428,UK,2023-01,2023Q1,2023,Tuesday,1140.08,753.7141822322967,386.3658177677032,33.89
INV00066,1013,PRD106,Kitchen Blender,Electronics,North,5,755.65,2023-01-03 09:39:48.118811881,India,2023-01,2023Q1,2023,Tuesday,3778.25,2417.1067073521713,1361.1432926478287,36.03
INV00068,1264,PRD044,Kitchen Blender,Clothing,South,6,3526.1,2023-01-03 11:24:38.667866786,India,2023-01,2023Q1,2023,Tuesday,21156.6,13277.750677889182,7878.8493221108165,37.24
INV00069,1345,PRD140,Smartphone,Home & Kitchen,West,5,3486.22,2023-01-03 12:17:03.942394239,UK,2023-01,2023Q1,2023,Tuesday,17431.1,13318.79667673203,4112.303323267968,23.59
INV00070,1052,PRD090,Football,Home & Kitchen,South,2,1864.29,2023-01-03 13:09:29.216921692,Germany,2023-01,2023Q1,2023,Tuesday,3728.58,2365.9545471848533,1362.6254528151467,36.55
INV00071,1385,PRD101,Cricket Bat,Books,West,8,3498.21,2023-01-03 14:01:54.491449144,UK,2023-01,2023Q1,2023,Tuesday,27985.68,18166.780766905562,9818.899233094438,35.09
INV00072,1339,PRD097,Data Science Book,Sports,North,6,349.9,2023-01-03 14:54:19.765976597,UK,2023-01,2023Q1,2023,Tuesday,2099.3999999999996,1453.1654058214067,646.2345941785929,30.78
INV00073,1091,PRD009,Kitchen Blender,Sports,North,9,1485.61,2023-01-03 15:46:45.040504050,Germany,2023-01,2023Q1,2023,Tuesday,13370.49,10766.564442437379,2603.925557562621,19.48
INV00074,1366,PRD012,Smartphone,Electronics,West,3,3484.18,2023-01-03 16:39:10.315031503,India,2023-01,2023Q1,2023,Tuesday,10452.539999999999,6525.2627423195,3927.277257680499,37.57
INV00075,1443,PRD069,Coffee Maker,Sports,North,4,961.0,2023-01-03 17:31:35.589558955,UK,2023-01,2023Q1,2023,Tuesday,3844.0,3111.6650561063507,732.3349438936493,19.05
INV00076,1454,PRD182,Jeans,Home & Kitchen,South,8,1102.92,2023-01-03 18:24:00.864086408,UK,2023-01,2023Q1,2023,Tuesday,8823.36,5505.99371206882,3317.3662879311805,37.6
INV00077,1427,PRD182,Smartphone,Sports,North,7,480.07,2023-01-03 19:16:26.138613861,India,2023-01,2023Q1,2023,Tuesday,3360.49,2836.639566895716,523.8504331042836,15.59
INV00078,1263,PRD028,T-Shirt,Books,West,8,1854.13,2023-01-03 20:08:51.413141314,UK,2023-01,2023Q1,2023,Tuesday,14833.04,10637.704505022106,4195.335494977895,28.28
INV00079,1430,PRD056,Jeans,Books,West,9,4133.39,2023-01-03 21:01:16.687668766,Germany,2023-01,2023Q1,2023,Tuesday,37200.51,31404.30865720888,5796.201342791122,15.58
INV00080,1034,PRD099,Coffee Maker,Home & Kitchen,East,8,4189.98,2023-01-03 21:53:41.962196219,USA,2023-01,2023Q1,2023,Tuesday,33519.84,25180.48526164269,8339.354738357306,24.88
INV00081,1205,PRD197,Laptop,Home & Kitchen,West,8,4318.69,2023-01-03 22:46:07.236723672,UK,2023-01,2023Q1,2023,Tuesday,34549.52,27115.012455423297,7434.5075445767,21.52
INV00082,1080,PRD110,Data Science Book,Home & Kitchen,North,6,231.68,2023-01-03 23:38:32.511251125,Germany,2023-01,2023Q1,2023,Tuesday,1390.08,847.6665415642213,542.4134584357786,39.02
INV00083,1419,PRD077,Python Book,Sports,West,2,4967.77,2023-01-04 00:30:57.785778577,India,2023-01,2023Q1,2023,Wednesday,9935.54,6663.783972239105,3271.7560277608954,32.93
INV00084,1049,PRD103,Coffee Maker,Sports,North,7,2538.07,2023-01-04 01:23:23.060306030,USA,2023-01,2023Q1,2023,Wednesday,17766.49,11193.761750707039,6572.728249292963,37.0
INV00085,1359,PRD106,Football,Clothing,North,4,4370.0,2023-01-04 02:15:48.334833483,India,2023-01,2023Q1,2023,Wednesday,17480.0,11782.132663171775,5697.867336828225,32.6
INV00086,1387,PRD109,Jeans,Electronics,East,3,4530.32,2023-01-04 03:08:13.609360936,India,2023-01,2023Q1,2023,Wednesday,13590.96,8557.981919799591,5032.978080200408,37.03
INV00087,1001,PRD112,Football,Sports,North,4,2596.77,2023-01-04 04:00:38.883888388,India,2023-01,2023Q1,2023,Wednesday,10387.08,7057.977180754895,3329.102819245105,32.05
INV00088,1389,PRD058,Jeans,Clothing,West,4,302.89,2023-01-04 04:53:04.158415841,USA,2023-01,2023Q1,2023,Wednesday,1211.56,852.4121184085484,359.14788159145155,29.64
INV00089,1053,PRD078,T-Shirt,Clothing,West,3,3007.48,2023-01-04 05:45:29.432943294,Germany,2023-01,2023Q1,2023,Wednesday,9022.44,5558.155734239282,3464.284265760719,38.4
INV00090,1105,PRD075,Laptop,Books,West,9,1703.76,2023-01-04 06:37:54.707470747,Germany,2023-01,2023Q1,2023,Wednesday,15333.84,11854.868170720196,3478.9718292798043,22.69
INV00091,1259,PRD042,Python Book,Sports,North,3,1073.5,2023-01-04 07:30:19.981998199,Germany,2023-01,2023Q1,2023,Wednesday,3220.5,2388.484995818069,832.0150041819311,25.83
INV00092,1309,PRD166,T-Shirt,Clothing,West,2,953.38,2023-01-04 08:22:45.256525652,Germany,2023-01,2023Q1,2023,Wednesday,1906.76,1270.5645164359241,636.1954835640759,33.37
INV00093,1476,PRD068,Coffee Maker,Books,South,1,2818.36,2023-01-04 09:15:10.531053105,USA,2023-01,2023Q1,2023,Wednesday,2818.36,2059.691345992102,758.6686540078981,26.92
INV00094,1190,PRD181,Football,Electronics,South,1,567.15,2023-01-04 10:07:35.805580558,India,2023-01,2023Q1,2023,Wednesday,567.15,353.6095901691625,213.54040983083746,37.65
INV00095,1401,PRD033,Jeans,Books,West,5,4117.14,2023-01-04 11:00:01.080108010,UK,2023-01,2023Q1,2023,Wednesday,20585.7,15315.48544339271,5270.21455660729,25.6
INV00096,1217,PRD071,Coffee Maker,Electronics,North,5,1175.1,2023-01-04 11:52:26.354635463,USA,2023-01,2023Q1,2023,Wednesday,5875.5,4890.3199522147615,985.1800477852385,16.77
INV00097,1043,PRD056,Smartphone,Home & Kitchen,West,9,2768.99,2023-01-04 12:44:51.629162916,India,2023-01,2023Q1,2023,Wednesday,24920.909999999996,16937.303048208425,7983.606951791571,32.04
INV00098,1161,PRD105,Laptop,Home & Kitchen,South,4,671.03,2023-01-04 13:37:16.903690369,UK,2023-01,2023Q1,2023,Wednesday,2684.12,2058.324387267029,625.7956127329708,23.31
INV00099,1201,PRD101,Data Science Book,Books,North,5,4305.16,2023-01-04 14:29:42.178217821,India,2023-01,2023Q1,2023,Wednesday,21525.8,13624.743606636115,7901.056393363884,36.71
INV00100,1445,PRD051,Smartphone,Home & Kitchen,West,6,3475.83,2023-01-04 15:22:07.452745274,Germany,2023-01,2023Q1,2023,Wednesday,20854.98,16247.735378837151,4607.2446211628485,22.09
INV00101,1483,PRD074,Football,Sports,North,7,1072.28,2023-01-04 16:14:32.727272727,USA,2023-01,2023Q1,2023,Wednesday,7505.96,5046.643639354494,2459.3163606455064,32.76
INV00102,1269,PRD171,Laptop,Books,West,9,3592.92,2023-01-04 17:06:58.001800180,USA,2023-01,2023Q1,2023,Wednesday,32336.28,20882.699793860873,11453.580206139126,35.42
INV00103,1350,PRD121,Laptop,Clothing,East,6,460.36,2023-01-04 17:59:23.276327632,UK,2023-01,2023Q1,2023,Wednesday,2762.16,2062.3066420037544,699.8533579962454,25.34
INV00104,1303,PRD143,Coffee Maker,Sports,North,1,3872.47,2023-01-04 18:51:48.550855085,USA,2023-01,2023Q1,2023,Wednesday,3872.47,2342.94846734617,1529.5215326538296,39.5
INV00105,1270,PRD166,Smartphone,Books,South,8,2477.22,2023-01-04 19:44:13.825382538,India,2023-01,2023Q1,2023,Wednesday,19817.76,15997.58963835567,3820.1703616443283,19.28
INV00106,1455,PRD143,Coffee Maker,Electronics,South,2,644.91,2023-01-04 20:36:39.099909991,India,2023-01,2023Q1,2023,Wednesday,1289.82,775.4060797756676,514.4139202243323,39.88
INV00107,1461,PRD005,Coffee Maker,Home & Kitchen,South,9,2774.87,2023-01-04 21:29:04.374437443,UK,2023-01,2023Q1,2023,Wednesday,24973.829999999998,19216.216740284446,5757.613259715552,23.05
INV00108,1214,PRD083,Coffee Maker,Home & Kitchen,South,7,1044.29,2023-01-04 22:21:29.648964896,UK,2023-01,2023Q1,2023,Wednesday,7310.03,4879.45959606848,2430.5704039315196,33.25
INV00109,1251,PRD182,Football,Home & Kitchen,West,7,3380.22,2023-01-04 23:13:54.923492349,UK,2023-01,2023Q1,2023,Wednesday,23661.539999999997,18545.879690553662,5115.660309446335,21.62
INV00110,1189,PRD051,Jeans,Books,West,5,3557.67,2023-01-05 00:06:20.198019801,UK,2023-01,2023Q1,2023,Thursday,17788.35,14951.946651634944,2836.4033483650546,15.95
INV00111,1295,PRD010,Jeans,Sports,North,8,3816.16,2023-01-05 00:58:45.472547254,Germany,2023-01,2023Q1,2023,Thursday,30529.28,20216.131592350244,10313.148407649755,33.78
INV00112,1212,PRD140,Football,Electronics,East,1,4479.61,2023-01-05 01:51:10.747074707,India,2023-01,2023Q1,2023,Thursday,4479.61,3333.0060392078713,1146.6039607921284,25.6
INV00113,1207,PRD004,Python Book,Home & Kitchen,East,3,3291.95,2023-01-05 02:43:36.021602160,India,2023-01,2023Q1,2023,Thursday,9875.849999999999,7387.239326737746,2488.610673262253,25.2
INV00114,1236,PRD095,Data Science Book,Sports,North,9,2484.26,2023-01-05 03:36:01.296129612,India,2023-01,2023Q1,2023,Thursday,22358.340000000004,16613.65466883008,5744.685331169923,25.69
INV00115,1337,PRD146,T-Shirt,Clothing,South,1,4278.42,2023-01-05 04:28:26.570657065,India,2023-01,2023Q1,2023,Thursday,4278.42,2805.6612296805683,1472.7587703194317,34.42
INV00116,1366,PRD080,Data Science Book,Clothing,East,8,4504.23,2023-01-05 05:20:51.845184518,Germany,2023-01,2023Q1,2023,Thursday,36033.84,30203.105360290294,5830.734639709703,16.18
INV00117,1052,PRD036,Football,Electronics,East,6,3919.68,2023-01-05 06:13:17.119711971,UK,2023-01,2023Q1,2023,Thursday,23518.079999999998,16739.73060608991,6778.349393910088,28.82
INV00118,1279,PRD025,Kitchen Blender,Home & Kitchen,North,5,4715.02,2023-01-05 07:05:42.394239423,USA,2023-01,2023Q1,2023,Thursday,23575.100000000002,19133.602273593522,4441.49772640648,18.84
INV00119,1409,PRD098,T-Shirt,Clothing,South,6,4898.2,2023-01-05 07:58:07.668766876,India,2023-01,2023Q1,2023,Thursday,29389.199999999997,22772.8040795403,6616.395920459698,22.51
INV00120,1216,PRD164,Python Book,Sports,West,5,1293.99,2023-01-05 08:50:32.943294329,USA,2023-01,2023Q1,2023,Thursday,6469.95,4363.070550046293,2106.879449953707,32.56
INV00121,1251,PRD101,Cricket Bat,Sports,West,9,959.29,2023-01-05 09:42:58.217821782,Germany,2023-01,2023Q1,2023,Thursday,8633.61,6936.669248540376,1696.9407514596242,19.66
INV00122,1187,PRD195,T-Shirt,Clothing,East,2,2270.53,2023-01-05 10:35:23.492349234,Germany,2023-01,2023Q1,2023,Thursday,4541.06,3174.775089882652,1366.2849101173483,30.09
INV00123,1379,PRD009,Laptop,Home & Kitchen,West,6,4984.79,2023-01-05 11:27:48.766876687,UK,2023-01,2023Q1,2023,Thursday,29908.739999999998,24533.415608891617,5375.324391108381,17.97
INV00124,1492,PRD061,Football,Electronics,North,4,487.94,2023-01-05 12:20:14.041404140,Germany,2023-01,2023Q1,2023,Thursday,1951.76,1454.6822854739407,497.07771452605925,25.47
INV00125,1040,PRD053,Cricket Bat,Home & Kitchen,East,3,3574.37,2023-01-05 13:12:39.315931593,UK,2023-01,2023Q1,2023,Thursday,10723.11,8797.602319014848,1925.5076809851525,17.96
INV00126,1156,PRD146,Data Science Book,Books,East,5,4261.64,2023-01-05 14:05:04.590459045,USA,2023-01,2023Q1,2023,Thursday,21308.2,16474.07040692376,4834.129593076239,22.69
INV00127,1014,PRD171,Cricket Bat,Clothing,South,2,4982.42,2023-01-05 14:57:29.864986498,Germany,2023-01,2023Q1,2023,Thursday,9964.84,7785.664714429487,2179.1752855705136,21.87
INV00128,1300,PRD163,Football,Books,West,3,3117.58,2023-01-05 15:49:55.139513951,UK,2023-01,2023Q1,2023,Thursday,9352.74,6783.833149955286,2568.906850044714,27.47
INV00129,1064,PRD063,Data Science Book,Clothing,South,7,1931.47,2023-01-05 16:42:20.414041404,USA,2023-01,2023Q1,2023,Thursday,13520.29,11343.806001428014,2176.4839985719864,16.1
INV00130,1344,PRD121,Football,Electronics,East,1,874.14,2023-01-05 17:34:45.688568856,India,2023-01,2023Q1,2023,Thursday,874.14,665.2183981886487,208.92160181135125,23.9
INV00131,1326,PRD105,Smartphone,Home & Kitchen,West,2,4909.72,2023-01-05 18:27:10.963096309,UK,2023-01,2023Q1,2023,Thursday,9819.44,6932.1688045035335,2887.271195496467,29.4
INV00132,1008,PRD004,Kitchen Blender,Home & Kitchen,South,3,4624.81,2023-01-05 19:19:36.237623762,UK,2023-01,2023Q1,2023,Thursday,13874.43,10427.998050473225,3446.4319495267755,24.84
INV00133,1343,PRD093,Python Book,Clothing,West,7,4032.37,2023-01-05 20:12:01.512151215,USA,2023-01,2023Q1,2023,Thursday,28226.59,17071.393634866563,11155.196365133437,39.52
INV00134,1128,PRD169,Python Book,Sports,East,4,4721.68,2023-01-05 21:04:26.786678667,USA,2023-01,2023Q1,2023,Thursday,18886.72,12755.971780395887,6130.748219604115,32.46
INV00135,1491,PRD173,Laptop,Books,East,8,351.23,2023-01-05 21:56:52.061206120,USA,2023-01,2023Q1,2023,Thursday,2809.84,2149.6495031471113,660.1904968528888,23.5
INV00136,1135,PRD178,Kitchen Blender,Home & Kitchen,East,8,3175.89,2023-01-05 22:49:17.335733573,USA,2023-01,2023Q1,2023,Thursday,25407.12,17086.781143927154,8320.338856072845,32.75
INV00137,1471,PRD028,Kitchen Blender,Home & Kitchen,North,1,1410.24,2023-01-05 23:41:42.610261026,USA,2023-01,2023Q1,2023,Thursday,1410.24,1064.0315196478316,346.2084803521684,24.55
INV00138,1062,PRD170,Laptop,Clothing,South,5,3839.68,2023-01-06 00:34:07.884788478,UK,2023-01,2023Q1,2023,Friday,19198.399999999998,13576.958257059297,5621.4417429407,29.28
INV00139,1138,PRD080,Data Science Book,Sports,South,1,523.8,2023-01-06 01:26:33.159315931,USA,2023-01,2023Q1,2023,Friday,523.8,332.02032870992986,191.7796712900701,36.61
INV00140,1498,PRD076,Laptop,Books,East,7,1330.66,2023-01-06 02:18:58.433843384,India,2023-01,2023Q1,2023,Friday,9314.62,6283.368629749141,3031.2513702508595,32.54
INV00141,1080,PRD116,Data Science Book,Sports,South,4,4258.75,2023-01-06 03:11:23.708370837,USA,2023-01,2023Q1,2023,Friday,17035.0,12648.338063449011,4386.661936550989,25.75
INV00142,1391,PRD069,Laptop,Sports,East,8,3759.76,2023-01-06 04:03:48.982898289,Germany,2023-01,2023Q1,2023,Friday,30078.08,22489.927545660867,7588.152454339135,25.23
INV00143,1162,PRD098,T-Shirt,Clothing,South,8,4960.51,2023-01-06 04:56:14.257425742,UK,2023-01,2023Q1,2023,Friday,39684.08,29508.340280341647,10175.739719658355,25.64
INV00144,1418,PRD001,T-Shirt,Sports,West,9,3237.72,2023-01-06 05:48:39.531953195,India,2023-01,2023Q1,2023,Friday,29139.48,22242.171056552637,6897.308943447362,23.67
INV00145,1288,PRD167,Smartphone,Books,South,6,1550.22,2023-01-06 06:41:04.806480648,UK,2023-01,2023Q1,2023,Friday,9301.32,7097.147296833027,2204.1727031669725,23.7
INV00146,1378,PRD096,Jeans,Electronics,East,7,2762.02,2023-01-06 07:33:30.081008100,Germany,2023-01,2023Q1,2023,Friday,19334.14,13685.760107315353,5648.379892684647,29.21
INV00147,1260,PRD017,Laptop,Electronics,South,7,4722.63,2023-01-06 08:25:55.355535553,USA,2023-01,2023Q1,2023,Friday,33058.41,27244.647237437188,5813.762762562816,17.59
